names,scores,logfoldchanges,pvals,pvals_adj
CCDC30,0.2693218,0.86931616,0.7876820559538682,1.0
TSC22D2,0.27005258,0.30045024,0.7871198089747622,1.0
BEX4,0.27065048,0.20797753,0.7866598712286654,1.0
YBX3,0.2710048,0.18951385,0.7863873506358439,1.0
SLC28A2,0.27224487,1.6627398,0.7854337348283555,1.0
COQ6,0.2539092,0.43413556,0.7995657010281538,1.0
NOP2,0.25428566,0.4514723,0.79927487366088,1.0
NPC1,0.25477284,0.7688364,0.7988985501630987,1.0
CASP3,0.25510502,0.48581496,0.7986419927339864,1.0
GTPBP10,0.25532645,0.39128613,0.7984709665235945,1.0
ZSWIM6,0.25583577,0.88328165,0.798077642949073,1.0
P4HTM,0.2558579,0.34978703,0.7980605430859307,1.0
PAFAH2,0.25601295,0.95887053,0.7979408467571553,1.0
LRRC25,0.25676584,1.0051527,0.7973595322050773,1.0
APOBEC3H,0.25740805,1.5004407,0.7968637938730903,1.0
MRPS28,0.25747448,0.23342493,0.7968125152709079,1.0
SNAI3,0.25851527,0.47558558,0.796009265149906,1.0
CHERP,0.25933462,0.27803415,0.7953770712885869,1.0
WBP4,0.25960034,0.2525362,0.7951720642679387,1.0
UTP14A,0.25991037,0.55637497,0.794932907285214,1.0
MIER3,0.26143834,1.1276643,0.7937544869532402,1.0
SLC1A5,0.2501225,0.41718867,0.802492621948883,1.0
MIRLET7BHG,0.2506318,0.956457,0.8020987802250141,1.0
CTC-534A2.2,0.25094184,0.72782505,0.8018590750871681,1.0
RRAS,0.25129616,0.9596836,0.8015851491935255,1.0
DGKQ,0.25165045,1.0923498,0.8013112476884388,1.0
SSFA2,0.25173905,0.49889615,0.8012427761266538,1.0
WNT16,0.2519605,1.0337777,0.801071603903047,1.0
FABP4,0.2520712,1.0740407,0.8009860213721405,1.0
MCAT,0.25213763,0.84127265,0.8009346730000496,1.0
